T P Z_v Z_l W


T=223.15000
 1.00000	92.25321 7.74679 0.94043 0.05386	
 2.00000	89.10337 10.89663 0.88241 0.09451	
 3.00000	86.15884 13.84116 0.82204 0.13005	
 4.00000	83.09285 16.90715 0.75734 0.16236	
 5.00000	79.77909 20.22091 0.68577 0.19262	
 6.00000	76.38797 23.61203 0.60279 0.22202	
 7.00000	74.62983 25.37017 0.49690 0.25307	
 8.00000	81.79121 18.20879 0.37938 0.29798	
 9.00000	86.50297 13.49703 0.36658 0.34623	
 10.00000	88.57887 11.42113 0.37937 0.38966	
 11.00000	89.97183 10.02817 0.39820 0.43103	
 12.00000	91.11448 8.88552 0.41951 0.47139	
 13.00000	92.15426 7.84574 0.44215 0.51129	
 14.00000	93.15066 6.84934 0.46562 0.55115	
 15.00000	94.12566 5.87434 0.48967 0.59135	
 16.00000	95.08103 4.91897 0.51415 0.63230	
 17.00000	96.00574 3.99426 0.53898 0.67451	
 18.00000	96.88022 3.11978 0.56407 0.71859	
 19.00000	97.67979 2.32021 0.58936 0.76536	
 20.00000	98.37869 1.62131 0.61476 0.81591	
 21.00000	98.95530 1.04470 0.64022 0.87170	
 22.00000	99.39800 0.60200 0.66565 0.93467	
 23.00000	99.70885 0.29115 0.69099 1.00770	
 24.00000	99.90195 0.09805 0.71618 1.09555	
 25.00000	0.00000 100.00000 -9999.00000 0.74117	
 26.00000	0.00000 100.00000 -9999.00000 0.76584	
 27.00000	0.00000 100.00000 -9999.00000 0.79037	
 28.00000	0.00000 100.00000 -9999.00000 0.81478	
 29.00000	0.00000 100.00000 -9999.00000 0.83907	
 30.00000	0.00000 100.00000 -9999.00000 0.86324	
 31.00000	0.00000 100.00000 -9999.00000 0.88729	
 32.00000	0.00000 100.00000 -9999.00000 0.91124	
 33.00000	0.00000 100.00000 -9999.00000 0.93509	
 34.00000	0.00000 100.00000 -9999.00000 0.95884	
 35.00000	0.00000 100.00000 -9999.00000 0.98250	
 36.00000	0.00000 100.00000 -9999.00000 1.00606	
 37.00000	0.00000 100.00000 -9999.00000 1.02954	
 38.00000	0.00000 100.00000 -9999.00000 1.05294	
 39.00000	0.00000 100.00000 -9999.00000 1.07625	
 40.00000	0.00000 100.00000 -9999.00000 1.09948	
 41.00000	0.00000 100.00000 -9999.00000 1.12264	
 42.00000	0.00000 100.00000 -9999.00000 1.14573	
 43.00000	0.00000 100.00000 -9999.00000 1.16874	
 44.00000	0.00000 100.00000 -9999.00000 1.19169	
 45.00000	0.00000 100.00000 -9999.00000 1.21457	
 46.00000	0.00000 100.00000 -9999.00000 1.23738	
 47.00000	0.00000 100.00000 -9999.00000 1.26014	
 48.00000	0.00000 100.00000 -9999.00000 1.28283	
 49.00000	0.00000 100.00000 -9999.00000 1.30547	
 50.00000	0.00000 100.00000 -9999.00000 1.32804	
 51.00000	0.00000 100.00000 -9999.00000 1.35057	
 52.00000	0.00000 100.00000 -9999.00000 1.37303	
 53.00000	0.00000 100.00000 -9999.00000 1.39545	
 54.00000	0.00000 100.00000 -9999.00000 1.41782	
 55.00000	0.00000 100.00000 -9999.00000 1.44013	
 56.00000	0.00000 100.00000 -9999.00000 1.46240	
 57.00000	0.00000 100.00000 -9999.00000 1.48462	
 58.00000	0.00000 100.00000 -9999.00000 1.50680	
 59.00000	0.00000 100.00000 -9999.00000 1.52893	
 60.00000	0.00000 100.00000 -9999.00000 1.55102	


T=273.15000
 1.00000	96.51254 3.48746 0.96487 0.06097	
 2.00000	95.47381 4.52619 0.93145 0.10964	
 3.00000	94.56250 5.43750 0.89881 0.15248	
 4.00000	93.73547 6.26453 0.86670 0.19174	
 5.00000	92.98297 7.01703 0.83506 0.22857	
 6.00000	92.30937 7.69063 0.80396 0.26374	
 7.00000	91.72887 8.27113 0.77366 0.29782	
 8.00000	91.26284 8.73716 0.74460 0.33128	
 9.00000	90.93554 9.06446 0.71747 0.36454	
 10.00000	90.76632 9.23368 0.69319 0.39793	
 11.00000	90.75988 9.24012 0.67277 0.43169	
 12.00000	90.90063 9.09937 0.65713 0.46587	
 13.00000	91.15811 8.84189 0.64669 0.50037	
 14.00000	91.50065 8.49935 0.64133 0.53503	
 15.00000	91.90573 8.09427 0.64049 0.56968	
 16.00000	92.36171 7.63829 0.64345 0.60426	
 17.00000	92.86393 7.13607 0.64950 0.63881	
 18.00000	93.41028 6.58972 0.65807 0.67344	
 19.00000	93.99785 6.00215 0.66867 0.70831	
 20.00000	94.62117 5.37883 0.68095 0.74365	
 21.00000	95.27129 4.72871 0.69464 0.77973	
 22.00000	95.93567 4.06433 0.70951 0.81687	
 23.00000	96.59864 3.40136 0.72538 0.85547	
 24.00000	97.24229 2.75771 0.74209 0.89603	
 25.00000	97.84775 2.15225 0.75951 0.93920	
 26.00000	98.39661 1.60339 0.77751 0.98585	
 27.00000	98.87284 1.12716 0.79598 1.03711	
 28.00000	99.26493 0.73507 0.81479 1.09458	
 29.00000	99.56792 0.43208 0.83386 1.16055	
 30.00000	99.78376 0.21624 0.85309 1.23908	
 31.00000	99.91891 0.08109 0.87239 1.33830	
 32.00000	99.98692 0.01308 0.89169 1.46697	
 33.00000	0.00000 100.00000 -9999.00000 0.91092	
 34.00000	0.00000 100.00000 -9999.00000 0.93008	
 35.00000	0.00000 100.00000 -9999.00000 0.94921	
